"Player.Name","Home.Country","Opposite.Country","runs","Fours","Six"
"Bilawal Bhatti","Pakistan","Sri Lanka",18,2,0
"Ziaur Rahman","Bangladesh","India",18,2,1
"AT Rayudu","India","Sri Lanka",18,1,0
"R Ashwin","India","Sri Lanka",18,2,0
"Ankur Vasishta","Honk Kong","Afghanistan",18,0,0
"Noor Ali Zadran","Afghanistan","Hong Kong",18,3,0
"AD Mathews","Sri Lanka","England",18,2,0
"Mashrafe Mortaza","Bangladesh","India",18,2,1
"J Nyumbu","Zimbabwe","South Africa",18,1,1
"WU Tharanga","Sri Lanka","Pakistan",18,1,0
"Misbah-ul-Haq","Pakistan","Sri Lanka",18,2,0
"H Masakadza","Zimbabwe","Australia",18,1,1
"SK Raina","India","England",18,2,0
"SM Sharif","Scotland","Ireland",18,3,0
"GJ Bailey","Australia","Pakistan",18,0,1
"B Kumar","India","West Indies",18,1,0
"AJ Finch","Australia","Pakistan",18,3,0
"TM Dilshan","Sri Lanka","India",18,2,0
"HM Amla","South Africa","Australia",18,3,0
"HM Amla","South Africa","Australia",18,3,0
"Sarfraz Ahmed","Pakistan","New Zealand",18,2,0
"Anwar Ali","Pakistan","New Zealand",18,3,0
"Afsar Zazai","Afghanistan","Ireland",18,1,0
"JL Carter","West Indies","South Africa",18,0,1
"SJ Benn","West Indies","South Africa",18,2,1
"BMAJ Mendis","Sri Lanka","New Zealand",18,1,1
"MN van Wyk","South Africa","West Indies",18,4,0
"LR Johnson","West Indies","South Africa",18,2,1
"MS Dhoni","India","Pakistan",18,1,1
"DR Smith","West Indies","Ireland",18,3,0
"MS Dhoni","India","South Africa",18,3,0
"BJ Haddin","Australia","Pakistan",17,1,1
"AR Patel","India","Sri Lanka",17,2,0
"Sohail Tanvir","Pakistan","New Zealand",17,0,2
"JO Holder","West Indies","South Africa",17,2,0
"WD Parnell","South Africa","India",17,1,0
"Sohaib Maqsood","Pakistan","Sri Lanka",17,1,0
"Rubel Hossain","Bangladesh","Afghanistan",17,2,0
"PC de Silva","Sri Lanka","Afghanistan",17,1,0
"Ahmed Raza","U.A.E","Hong Kong",17,2,1
"MC Sorensen","Ireland","Sri Lanka",17,1,0
"JE Root","England","Scotland",17,4,0
"EJG Morgan","England","Sri Lanka",17,0,1
"RS Bopara","England","Sri Lanka",17,0,0
"UT Yadav","India","Bangladesh",17,2,1
"SC Williams","Zimbabwe","South Africa",17,0,0
"Shahid Afridi","Pakistan","Sri Lanka",17,3,0
"HM Amla","South Africa","Australia",17,2,0
"MN Waller","Zimbabwe","South Africa",17,2,0
"DJ Bravo","West Indies","India",17,4,0
"DA Miller","South Africa","New Zealand",17,3,0
"MD Dai","Papua New Guinea","Hong Kong",17,3,0
"F du Plessis","South Africa","Australia",17,2,0
"Q de Kock","South Africa","Australia",17,0,0
"V Sibanda","Zimbabwe","Bangladesh",17,3,0
"EJG Morgan","England","Sri Lanka",17,1,0
"Dawlat Zadran","Afghanistan","U.A.E.",17,0,1
"JC Tredwell","England","Sri Lanka",17,1,1
"L Ronchi","New Zealand","Sri Lanka",17,1,0
"RML Taylor","Scotland","Ireland",17,2,0
"CJ Jordan","England","Australia",17,1,0
"JL Carter","West Indies","South Africa",17,3,0
"A Balbirnie","Ireland","Afghanistan",17,0,0
"MS Dhoni","India","England",17,3,0
"MM Ali","England","India",17,1,0
"BB McCullum","New Zealand","Pakistan",17,4,0
"JC Buttler","England","Australia",17,3,0
"MJ Guptill","New Zealand","Scotland",17,4,0
"Najibullah Zadran","Afghanistan","Bangladesh",17,1,0
"EJG Morgan","England","New Zealand",17,1,0
"AD Mathews","Sri Lanka","Pakistan",16,2,0
"Mohammad Naveed","U.A.E","Hong Kong",16,0,1
"Abdur Razzak","Bangladesh","India",16,2,0
"AT Rayudu","India","Bangladesh",16,2,0
"RV Uthappa","India","Sri Lanka",16,1,0
"TL Chatara","Zimbabwe","Bangladesh",16,1,1
"KOA Powell","West Indies","England",16,2,0
"DM Bravo","West Indies","England",16,3,0
"LMP Simmons","West Indies","England",16,3,0
"Mohammad Naveed","U.A.E","Afghanistan",16,2,1
"Ankur Vasishta","Honk Kong","U.A.E.",16,1,0
"HDRL Thirimanne","Sri Lanka","England",16,2,0
"WP Saha","India","Bangladesh",16,2,0
"JP Duminy","South Africa","Sri Lanka",16,0,0
"Shafiqullah","Afghanistan","Zimbabwe",16,0,1
"Sikandar Raza","Zimbabwe","Afghanistan",16,2,0
"S Dhawan","India","England",16,1,0
"AJ Finch","Australia","South Africa",16,1,0
"JP Duminy","South Africa","Australia",16,1,0
"AB de Villiers","South Africa","Zimbabwe",16,2,0
"R Ashwin","India","England",16,1,0
"AD Poynter","Ireland","Scotland",16,1,1
"A Balbirnie","Ireland","Scotland",16,2,0
"MN Samuels","West Indies","India",16,0,1
"R Rampaul","West Indies","India",16,1,1
"DJG Sammy","West Indies","India",16,2,0
"JDS Neesham","New Zealand","South Africa",16,3,0
"BB McCullum","New Zealand","South Africa",16,0,2
"TWM Latham","New Zealand","South Africa",16,2,0
"KD Shah","Honk Kong","P.N.G.",16,2,0
"GJ Bailey","Australia","South Africa",16,0,0
"Sikandar Raza","Zimbabwe","Bangladesh",16,2,0
"BA Stokes","England","Sri Lanka",16,0,0
"Tamim Iqbal","Bangladesh","Zimbabwe",16,2,0
"TM Dilshan","Sri Lanka","England",16,3,0
"NLTC Perera","Sri Lanka","England",16,3,0
"L Ronchi","New Zealand","Pakistan",16,1,1
"PL Mommsen","Scotland","Ireland",16,2,0
"MA Leask","Scotland","Ireland",16,0,1
"KJ Coetzer","Scotland","Afghanistan",16,3,0
"SR Watson","Australia","England",16,2,0
"BJ Haddin","Australia","England",16,3,0
"AD Russell","West Indies","South Africa",16,2,0
"F du Plessis","South Africa","West Indies",16,2,0
"Shafiul Islam","Bangladesh","Sri Lanka",15,2,0
"SK Raina","India","Bangladesh",15,3,0
"T Panyangara","Zimbabwe","Afghanistan",15,2,0
"Mashrafe Mortaza","Bangladesh","West Indies",15,1,1
"D Ramdin","West Indies","Ireland",15,3,0
"Umar Gul","Pakistan","Afghanistan",15,1,1
"Mohammad Nabi","Afghanistan","Pakistan",15,3,0
"NLTC Perera","Sri Lanka","Bangladesh",15,0,0
"HDRL Thirimanne","Sri Lanka","South Africa",15,0,0
"Hashmatullah Shaidi","Afghanistan","Zimbabwe",15,2,0
"MN Waller","Zimbabwe","Afghanistan",15,1,0
"Dawlat Zadran","Afghanistan","Zimbabwe",15,2,0
"SW Masakadza","Zimbabwe","Afghanistan",15,1,1
"HM Amla","South Africa","Zimbabwe",15,2,0
"P Utseya","Zimbabwe","South Africa",15,2,0
"Umar Akmal","Pakistan","Sri Lanka",15,2,0
"F du Plessis","South Africa","Zimbabwe",15,0,0
"CR Woakes","England","India",15,0,0
"MR Marsh","Australia","Zimbabwe",15,1,0
"TMK Mawoyo","Zimbabwe","Australia",15,1,0
"PJ Hughes","Australia","South Africa",15,2,0
"AD Poynter","Ireland","Scotland",15,1,0
"Misbah-ul-Haq","Pakistan","Australia",15,1,0
"TP Ura","Papua New Guinea","Hong Kong",15,1,0
"Sikandar Raza","Zimbabwe","Bangladesh",15,1,0
"E Chigumbura","Zimbabwe","Bangladesh",15,0,0
"Mominul Haque","Bangladesh","Zimbabwe",15,0,0
"CR Woakes","England","Sri Lanka",15,2,0
"Mohammad Nabi","Afghanistan","U.A.E.",15,2,0
"JC Buttler","England","Sri Lanka",15,0,1
"NL McCullum","New Zealand","Pakistan",15,0,1
"AD Mathews","Sri Lanka","New Zealand",15,2,0
"KS Williamson","New Zealand","Sri Lanka",15,1,0
"TWM Latham","New Zealand","Sri Lanka",15,2,0
"AJ Finch","Australia","England",15,3,0
"Ahmed Shehzad","Pakistan","New Zealand",15,2,0
"RG Sharma","India","Pakistan",15,2,0
"BB McCullum","New Zealand","Scotland",15,3,0
"Mohammed Shami","India","Sri Lanka",14,0,2
"TT Bresnan","England","West Indies",14,1,0
"Umar Akmal","Pakistan","Bangladesh",14,2,0
"Mohammad Nabi","Afghanistan","Hong Kong",14,3,0
"Shafiqullah","Afghanistan","U.A.E.",14,0,2
"Shahid Afridi","Pakistan","Sri Lanka",14,2,0
"MC Sorensen","Ireland","Scotland",14,2,0
"Zulfiqar Babar","Pakistan","Australia",14,1,0
"AR Patel","India","Sri Lanka",14,0,2
"TWM Latham","New Zealand","Pakistan",14,0,0
"R Ashwin","India","Australia",14,0,0
"E Chigumbura","Zimbabwe","U.A.E.",14,2,0
"MDKJ Perera","Sri Lanka","Pakistan",14,3,0
"Naeem Islam","Bangladesh","India",14,1,0
"Samiullah Shenwari","Afghanistan","Pakistan",14,1,0
"DPMD Jayawardene","Sri Lanka","Afghanistan",14,2,0
"Nizakat Khan","Honk Kong","U.A.E.",14,2,0
"Babar Hayat","Honk Kong","U.A.E.",14,0,1
"Waqas Barkat","Honk Kong","U.A.E.",14,1,0
"LD Chandimal","Sri Lanka","England",14,2,0
"RV Uthappa","India","Bangladesh",14,2,0
"Sharafuddin Ashraf","Afghanistan","Zimbabwe",14,0,1
"Usman Ghani","Afghanistan","Zimbabwe",14,0,1
"BRM Taylor","Zimbabwe","South Africa",14,2,0
"GJ Bailey","Australia","Zimbabwe",14,1,0
"WU Tharanga","Sri Lanka","Pakistan",14,2,0
"HM Amla","South Africa","Zimbabwe",14,2,0
"EJG Morgan","England","India",14,1,0
"AJ Finch","Australia","Pakistan",14,3,0
"Anwar Ali","Pakistan","Australia",14,0,1
"SK Raina","India","Sri Lanka",14,1,1
"RW Chakabva","Zimbabwe","Bangladesh",14,0,0
"Afsar Zazai","Afghanistan","U.A.E.",14,0,0
"Afsar Zazai","Afghanistan","U.A.E.",14,1,0
"DG Brownlie","New Zealand","Pakistan",14,2,0
"Wahab Riaz","Pakistan","New Zealand",14,1,0
"Sohail Tanvir","Pakistan","New Zealand",14,2,0
"DPMD Jayawardene","Sri Lanka","New Zealand",14,2,0
"LRPL Taylor","New Zealand","Sri Lanka",14,0,0
"FDM Karunaratne","Sri Lanka","New Zealand",14,0,0
"MH Cross","Scotland","New Zealand",14,2,0
"Mashrafe Mortaza","Bangladesh","Afghanistan",14,3,0
"Aftab Alam","Afghanistan","Bangladesh",14,2,1
"Dawlat Zadran","Afghanistan","Zimbabwe",13,1,0
"DA Miller","South Africa","Zimbabwe",13,2,0
"MG Johnson","Australia","South Africa",13,2,0
"Sabbir Rahman","Bangladesh","Zimbabwe",13,1,0
"NL McCullum","New Zealand","Pakistan",13,0,0
"DL Vettori","New Zealand","Pakistan",13,2,0
"BJ Haddin","Australia","India",13,1,0
"DPMD Jayawardene","Sri Lanka","Pakistan",13,0,0
"Sohaib Maqsood","Pakistan","Afghanistan",13,2,0
"RG Sharma","India","Sri Lanka",13,1,0
"DM Bravo","West Indies","England",13,0,1
"SMA Priyanjan","Sri Lanka","Pakistan",13,2,0
"KC Sangakkara","Sri Lanka","England",13,2,0
"AD Mathews","Sri Lanka","South Africa",13,1,0
"SMSM Senanayake","Sri Lanka","South Africa",13,2,0
"Noor Ali Zadran","Afghanistan","Zimbabwe",13,2,0
"T Maruma","Zimbabwe","Afghanistan",13,0,1
"R Mutumbami","Zimbabwe","South Africa",13,3,0
"NLTC Perera","Sri Lanka","Pakistan",13,1,1
"Misbah-ul-Haq","Pakistan","Sri Lanka",13,1,0
"TM Dilshan","Sri Lanka","Pakistan",13,3,0
"AM Phangiso","South Africa","Zimbabwe",13,0,0
"GJ Maxwell","Australia","Zimbabwe",13,1,1
"E Chigumbura","Zimbabwe","South Africa",13,0,0
"V Kohli","India","England",13,2,0
"HJW Gardiner","Scotland","Ireland",13,2,0
"Asad Shafiq","Pakistan","Australia",13,1,0
"AT Rayudu","India","West Indies",13,1,0
"KC Sangakkara","Sri Lanka","India",13,2,0
"S Prasanna","Sri Lanka","India",13,1,1
"SR Watson","Australia","South Africa",13,1,0
"R McLaren","South Africa","Australia",13,2,0
"PJ Moor","Zimbabwe","Bangladesh",13,1,0
"TWM Latham","New Zealand","Pakistan",13,0,0
"Misbah-ul-Haq","Pakistan","New Zealand",13,1,0
"RS Bopara","England","Sri Lanka",13,2,0
"Haris Sohail","Pakistan","New Zealand",13,2,0
"Shahid Afridi","Pakistan","New Zealand",13,2,0
"KJ O'Brien","Ireland","Scotland",13,2,0
"MW Machan","Scotland","Afghanistan",13,1,0
"NL McCullum","New Zealand","Sri Lanka",13,2,0
"TA Boult","New Zealand","Sri Lanka",13,0,2
"RS Bopara","England","Australia",13,1,0
"Javed Ahmadi","Afghanistan","Ireland",13,1,0
"L Ronchi","New Zealand","Sri Lanka",13,1,0
"JO Holder","West Indies","South Africa",13,2,0
"Umar Akmal","Pakistan","New Zealand",13,2,0
"Sarfraz Ahmed","Pakistan","New Zealand",13,1,0
"HMRKB Herath","Sri Lanka","New Zealand",13,2,0
"CR Ervine","Zimbabwe","South Africa",13,0,1
"Yasir Shah","Pakistan","India",13,1,0
"RA Jadeja","India","England",12,1,0
"Zulfiqar Babar","Pakistan","Australia",12,1,1
"AT Rayudu","India","West Indies",12,0,1
"RMS Eranga","Sri Lanka","India",12,3,0
"T Kamungozi","Zimbabwe","Bangladesh",12,3,0
"Ahmed Raza","U.A.E","Afghanistan",12,1,0
"BMAJ Mendis","Sri Lanka","England",12,1,0
"KMDN Kulasekara","Sri Lanka","New Zealand",12,0,1
"NJ O'Brien","Ireland","West Indies",12,0,0
"SMSM Senanayake","Sri Lanka","India",12,2,0
"JC Buttler","England","West Indies",12,1,0
"Karim Sadiq","Afghanistan","Bangladesh",12,0,1
"Umar Gul","Pakistan","India",12,0,1
"Ziaur Rahman","Bangladesh","Sri Lanka",12,1,0
"IR Bell","England","Sri Lanka",12,1,0
"DPMD Jayawardene","Sri Lanka","England",12,1,0
"SMSM Senanayake","Sri Lanka","England",12,1,1
"EJG Morgan","England","Sri Lanka",12,0,0
"R Mutumbami","Zimbabwe","South Africa",12,0,1
"Mushfiqur Rahim","Bangladesh","West Indies",12,0,0
"GJ Bailey","Australia","South Africa",12,0,0
"J Anderson","Ireland","Scotland",12,2,0
"Mohammad Irfan","Pakistan","Australia",12,0,2
"SPD Smith","Australia","Pakistan",12,2,0
"AM Rahane","India","West Indies",12,1,0
"BB McCullum","New Zealand","South Africa",12,0,0
"HM Amla","South Africa","New Zealand",12,2,0
"SMA Priyanjan","Sri Lanka","India",12,1,0
"STR Binny","India","Sri Lanka",12,2,0
"GJ Bailey","Australia","South Africa",12,0,0
"F Behardien","South Africa","Australia",12,2,0
"DW Steyn","South Africa","Australia",12,1,1
"Anamul Haque","Bangladesh","Zimbabwe",12,0,1
"Mahmudullah","Bangladesh","Zimbabwe",12,1,0
"H Masakadza","Zimbabwe","Bangladesh",12,1,1
"SF Mire","Zimbabwe","Bangladesh",12,1,0
"BMAJ Mendis","Sri Lanka","England",12,1,0
"BMAJ Mendis","Sri Lanka","England",12,0,0
"MJ Guptill","New Zealand","Pakistan",12,1,0
"Younis Khan","Pakistan","New Zealand",12,0,0
"Mirwais Ashraf","Afghanistan","Ireland",12,0,0
"JP Duminy","South Africa","West Indies",12,0,0
"F Behardien","South Africa","West Indies",12,1,0
"MN Samuels","West Indies","South Africa",12,0,1
"AM Rahane","India","Australia",12,2,0
"BMAJ Mendis","Sri Lanka","New Zealand",12,0,1
"FDM Karunaratne","Sri Lanka","New Zealand",12,1,0
"F Behardien","South Africa","West Indies",12,0,0
"WD Parnell","South Africa","West Indies",12,0,0
"AT Rayudu","India","England",12,1,0
"DA Warner","Australia","England",12,2,0
"L Ronchi","New Zealand","Scotland",12,2,0
"NLTC Perera","Sri Lanka","India",11,0,0
"BRM Taylor","Zimbabwe","Afghanistan",11,0,0
"CA Young","Ireland","Scotland",11,1,1
"Sohail Tanvir","Pakistan","New Zealand",11,1,0
"Dawlat Zadran","Afghanistan","Ireland",11,1,0
"JH Davey","Scotland","New Zealand",11,1,0
"Najibullah Zadran","Afghanistan","Sri Lanka",11,1,0
"AN Cook","England","Sri Lanka",11,1,0
"SMSM Senanayake","Sri Lanka","England",11,1,0
"AD Mathews","Sri Lanka","England",11,2,0
"CA Pujara","India","Bangladesh",11,0,0
"Mushfiqur Rahim","Bangladesh","India",11,2,0
"Hashmatullah Shaidi","Afghanistan","Zimbabwe",11,0,0
"Sikandar Raza","Zimbabwe","Afghanistan",11,2,0
"Mahmudullah","Bangladesh","West Indies",11,1,0
"R Mutumbami","Zimbabwe","Australia",11,1,0
"KC Sangakkara","Sri Lanka","Pakistan",11,2,0
"S Dhawan","India","England",11,2,0
"AJ Finch","Australia","Zimbabwe",11,2,0
"MN Waller","Zimbabwe","Australia",11,1,0
"BJ Haddin","Australia","South Africa",11,1,0
"JC Buttler","England","India",11,0,0
"V Sibanda","Zimbabwe","South Africa",11,1,0
"JP Faulkner","Australia","Pakistan",11,1,0
"JO Holder","West Indies","India",11,1,0
"JE Taylor","West Indies","India",11,2,0
"MJ Guptill","New Zealand","South Africa",11,1,0
"SK Raina","India","Sri Lanka",11,1,1
"S Prasanna","Sri Lanka","India",11,1,1
"MJ Clarke","Australia","South Africa",11,1,0
"SR Watson","Australia","South Africa",11,1,0
"RJ Peterson","South Africa","Australia",11,0,1
"SF Mire","Zimbabwe","Bangladesh",11,0,1
"N Madziva","Zimbabwe","Bangladesh",11,1,0
"IR Bell","England","Sri Lanka",11,0,0
"Mushfiqur Rahim","Bangladesh","Zimbabwe",11,2,0
"BB McCullum","New Zealand","Sri Lanka",11,2,0
"CR Brathwaite","West Indies","South Africa",11,0,1
"LRPL Taylor","New Zealand","Sri Lanka",11,1,0
"Younis Khan","Pakistan","New Zealand",11,1,0
"Shahid Afridi","Pakistan","New Zealand",11,1,0
"HM Amla","South Africa","Zimbabwe",11,1,0
"CJ Anderson","New Zealand","Scotland",11,1,0
"JP Faulkner","Australia","South Africa",10,0,0
"R Ashwin","India","England",10,2,0
"DA Miller","South Africa","Zimbabwe",10,1,0
"WD Parnell","South Africa","Zimbabwe",10,0,1
"TL Chatara","Zimbabwe","South Africa",10,1,0
"DJG Sammy","West Indies","India",10,0,1
"WP Saha","India","Sri Lanka",10,1,0
"Krishna Chandran","U.A.E","Afghanistan",10,2,0
"RM Haq","Scotland","Ireland",10,0,0
"Saeed Ajmal","Pakistan","Sri Lanka",10,2,0
"Mohammad Hafeez","Pakistan","Afghanistan",10,1,0
"KA Edwards","West Indies","England",10,1,0
"S Dhawan","India","Pakistan",10,2,0
"MM Ali","England","West Indies",10,1,0
"TT Bresnan","England","West Indies",10,1,0
"NO Miller","West Indies","England",10,1,0
"SP Narine","West Indies","England",10,0,1
"Skhawat Ali","Honk Kong","U.A.E.",10,1,0
"AR Cusack","Ireland","Sri Lanka",10,1,0
"TJ Murtagh","Ireland","Sri Lanka",10,2,0
"SL Malinga","Sri Lanka","England",10,1,0
"HDRL Thirimanne","Sri Lanka","England",10,0,1
"GS Ballance","England","Sri Lanka",10,0,0
"JE Root","England","Sri Lanka",10,1,0
"DPMD Jayawardene","Sri Lanka","South Africa",10,0,0
"H Masakadza","Zimbabwe","Afghanistan",10,2,0
"KA Edwards","West Indies","Bangladesh",10,0,0
"BRM Taylor","Zimbabwe","Australia",10,2,0
"KA Pollard","West Indies","Bangladesh",10,1,0
"DJG Sammy","West Indies","Bangladesh",10,1,0
"JC Tredwell","England","India",10,0,1
"DW Steyn","South Africa","Zimbabwe",10,0,0
"Ahmed Shehzad","Pakistan","Sri Lanka",10,1,0
"EJG Morgan","England","India",10,0,0
"PJ Hughes","Australia","Zimbabwe",10,0,0
"CR Woakes","England","India",10,0,0
"SPD Smith","Australia","South Africa",10,2,0
"HJW Gardiner","Scotland","Ireland",10,1,0
"PL Mommsen","Scotland","Ireland",10,1,0
"MA Leask","Scotland","Ireland",10,0,1
"MC Sorensen","Ireland","Scotland",10,1,0
"DJ Bravo","West Indies","India",10,1,0
"Sohail Tanvir","Pakistan","Australia",10,0,1
"JDS Neesham","New Zealand","South Africa",10,1,0
"TA Boult","New Zealand","South Africa",10,2,0
"NLTC Perera","Sri Lanka","India",10,0,1
"S Randiv","Sri Lanka","India",10,1,0
"A Vala","Papua New Guinea","Hong Kong",10,1,0
"AD Mathews","Sri Lanka","India",10,1,0
"MR Marsh","Australia","South Africa",10,1,0
"SPD Smith","Australia","South Africa",10,2,0
"HM Amla","South Africa","Australia",10,1,0
"TL Chatara","Zimbabwe","Bangladesh",10,1,0
"AN Cook","England","Sri Lanka",10,0,0
"Shaiman Anwar","U.A.E","Afghanistan",10,2,0
"Tamim Iqbal","Bangladesh","Zimbabwe",10,2,0
"Nawroz Mangal","Afghanistan","U.A.E.",10,1,0
"KS Williamson","New Zealand","Pakistan",10,2,0
"CJ Anderson","New Zealand","Pakistan",10,0,1
"JWA Taylor","England","Sri Lanka",10,1,0
"Samiullah Shenwari","Afghanistan","Scotland",10,1,0
"MJ Guptill","New Zealand","Sri Lanka",10,2,0
"GJ Bailey","Australia","England",10,1,0
"N Deonarine","West Indies","South Africa",10,2,0
"CH Gayle","West Indies","South Africa",10,1,0
"IR Bell","England","India",10,2,0
"KMDN Kulasekara","Sri Lanka","New Zealand",10,1,0
"MM Ali","England","Australia",10,2,0
"GS Ballance","England","Australia",10,2,0
"JC Buttler","England","Australia",10,1,0
"Mirwais Ashraf","Afghanistan","Bangladesh",10,0,1
"GS Ballance","England","New Zealand",10,0,0
"Nawroz Mangal","Afghanistan","Sri Lanka",10,1,0
"Najibullah Zadran","Afghanistan","Sri Lanka",10,0,1
"AT Rayudu","India","Bangladesh",9,0,0
"AC Evans","Scotland","England",9,2,0
"SMSM Senanayake","Sri Lanka","South Africa",9,1,0
"RA Jadeja","India","England",9,0,0
"JM Anderson","England","India",9,1,0
"KW Richardson","Australia","Pakistan",9,1,0
"NM Coulter-Nile","Australia","South Africa",9,1,0
"Mirwais Ashraf","Afghanistan","U.A.E.",9,0,1
"JC Tredwell","England","Sri Lanka",9,0,0
"Kamran Shazad","U.A.E","Afghanistan",9,1,0
"Wahab Riaz","Pakistan","New Zealand",9,1,0
"JP Faulkner","Australia","India",9,2,0
"NL McCullum","New Zealand","Pakistan",9,0,1
"KS Williamson","New Zealand","England",9,1,0
"BMAJ Mendis","Sri Lanka","Afghanistan",9,0,0
"KDK Vithanage","Sri Lanka","Bangladesh",9,1,0
"Mohammad Shahzad","Afghanistan","Pakistan",9,1,0
"DPMD Jayawardene","Sri Lanka","India",9,1,0
"PC de Silva","Sri Lanka","India",9,1,0
"R Ashwin","India","Pakistan",9,2,0
"KA Edwards","West Indies","England",9,0,0
"Rahmat Shah","Afghanistan","India",9,1,0
"Mirwais Ashraf","Afghanistan","India",9,0,0
"DR Smith","West Indies","England",9,2,0
"JC Buttler","England","Scotland",9,1,0
"CS MacLeod","Scotland","England",9,2,0
"PL Mommsen","Scotland","England",9,1,0
"SMA Priyanjan","Sri Lanka","England",9,0,0
"RW Chakabva","Zimbabwe","Afghanistan",9,2,0
"Imrul Kayes","Bangladesh","West Indies",9,1,0
"P Utseya","Zimbabwe","Australia",9,0,0
"Sharjeel Khan","Pakistan","Sri Lanka",9,1,0
"Sohaib Maqsood","Pakistan","Sri Lanka",9,0,1
"BJ Haddin","Australia","South Africa",9,0,1
"AN Cook","England","India",9,2,0
"MM Ali","England","India",9,2,0
"CR Woakes","England","India",9,2,0
"MH Cross","Scotland","Ireland",9,1,0
"J Anderson","Ireland","Scotland",9,2,0
"D Ramdin","West Indies","India",9,0,0
"Q de Kock","South Africa","New Zealand",9,2,0
"JNT Vare","Papua New Guinea","Hong Kong",9,2,0
"LD Chandimal","Sri Lanka","India",9,2,0
"RG Sharma","India","Sri Lanka",9,2,0
"RW Chakabva","Zimbabwe","Bangladesh",9,0,0
"V Sibanda","Zimbabwe","Bangladesh",9,2,0
"Usman Ghani","Afghanistan","U.A.E.",9,0,0
"MDKJ Perera","Sri Lanka","England",9,1,0
"Sikandar Raza","Zimbabwe","Bangladesh",9,2,0
"BRM Taylor","Zimbabwe","Bangladesh",9,1,0
"SF Mire","Zimbabwe","Bangladesh",9,0,1
"Shaiman Anwar","U.A.E","Afghanistan",9,1,0
"Asghar Stanikzai","Afghanistan","U.A.E.",9,1,0
"GC Wilson","Ireland","Afghanistan",9,1,0
"Mohammad Nabi","Afghanistan","Ireland",9,0,0
"V Kohli","India","Australia",9,0,0
"KC Sangakkara","Sri Lanka","New Zealand",9,0,0
"DPMD Jayawardene","Sri Lanka","New Zealand",9,1,0
"LD Chandimal","Sri Lanka","New Zealand",9,1,0
"Younis Khan","Pakistan","New Zealand",9,1,0
"BJ Haddin","Australia","England",9,1,0
"Bilawal Bhatti","Pakistan","New Zealand",9,1,0
"A Balbirnie","Ireland","West Indies",9,2,0
"LRPL Taylor","New Zealand","Scotland",9,1,0
"SF Mire","Zimbabwe","U.A.E.",9,0,0
"JO Holder","West Indies","Bangladesh",8,0,1
"NM Lyon","Australia","Zimbabwe",8,0,1
"JC Tredwell","England","India",8,1,0
"MS Wade","Australia","South Africa",8,0,0
"DL Vettori","New Zealand","Scotland",8,1,0
"Abdur Rehman","Pakistan","Bangladesh",8,0,0
"Sharjeel Khan","Pakistan","Sri Lanka",8,2,0
"Waqas Barkat","Honk Kong","Afghanistan",8,1,0
"Shaiman Anwar","U.A.E","Afghanistan",8,2,0
"HDRL Thirimanne","Sri Lanka","Ireland",8,0,0
"KJ Coetzer","Scotland","England",8,1,0
"KC Sangakkara","Sri Lanka","England",8,2,0
"LD Chandimal","Sri Lanka","England",8,1,0
"AR Patel","India","Bangladesh",8,2,0
"Asghar Stanikzai","Afghanistan","Zimbabwe",8,1,0
"Shamsur Rahman","Bangladesh","West Indies",8,1,0
"SW Poynter","Ireland","Scotland",8,1,0
"Anwar Ali","Pakistan","Australia",8,1,0
"MS Dhoni","India","West Indies",8,0,0
"MM Sharma","India","West Indies",8,2,0
"F du Plessis","South Africa","New Zealand",8,1,0
"AM Rahane","India","Sri Lanka",8,1,0
"KD Shah","Honk Kong","P.N.G.",8,1,0
"AT Rayudu","India","Sri Lanka",8,0,0
"HM Amla","South Africa","Australia",8,1,0
"AJ Finch","Australia","South Africa",8,0,1
"BRM Taylor","Zimbabwe","Bangladesh",8,0,0
"T Panyangara","Zimbabwe","Bangladesh",8,1,0
"T Maruma","Zimbabwe","Bangladesh",8,2,0
"Gulbadin Naib","Afghanistan","U.A.E.",8,0,1
"Amjad Ali","U.A.E","Afghanistan",8,2,0
"Anamul Haque","Bangladesh","Zimbabwe",8,2,0
"NLTC Perera","Sri Lanka","England",8,0,1
"HDRL Thirimanne","Sri Lanka","England",8,1,0
"MJ Guptill","New Zealand","Pakistan",8,1,0
"Nasir Jamal","Afghanistan","Ireland",8,0,0
"Asghar Stanikzai","Afghanistan","Ireland",8,1,0
"CR Woakes","England","Australia",8,0,0
"WTS Porterfield","Ireland","Afghanistan",8,1,0
"LRPL Taylor","New Zealand","Sri Lanka",8,0,0
"MM Ali","England","India",8,1,0
"CJ Anderson","New Zealand","Sri Lanka",8,2,0
"S Dhawan","India","Australia",8,0,0
"V Kohli","India","England",8,0,0
"IR Bell","England","Australia",8,2,0
"JM Anderson","England","Australia",8,1,0
"SC Williams","Zimbabwe","South Africa",8,1,0
"E Chigumbura","Zimbabwe","South Africa",8,0,1
"IR Bell","England","New Zealand",8,1,0
"Imran Tahir","South Africa","India",8,1,0
"SMSM Senanayake","Sri Lanka","Bangladesh",7,1,0
"KTGD Prasad","Sri Lanka","England",7,0,0
"SP Narine","West Indies","Bangladesh",7,0,1
"JNT Vare","Papua New Guinea","Hong Kong",7,0,0
"Rubel Hossain","Bangladesh","Zimbabwe",7,1,0
"Shapoor Zadran","Afghanistan","U.A.E.",7,0,1
"AF Milne","New Zealand","Sri Lanka",7,1,0
