"Player.Name","Home.Country","Opposite.Country","runs","Fours","Six"
"AR Cusack","Ireland","Scotland",7,1,0
"DL Vettori","New Zealand","Sri Lanka",7,1,0
"MM Sharma","India","England",7,1,0
"RAS Lakmal","Sri Lanka","New Zealand",7,0,0
"Shamsur Rahman","Bangladesh","India",7,1,0
"Mohammad Nabi","Afghanistan","Bangladesh",7,0,0
"Mohammad Shahzad","Afghanistan","Sri Lanka",7,0,1
"Rahmat Shah","Afghanistan","U.A.E.",7,0,0
"RS Bopara","England","Sri Lanka",7,1,0
"JM Anderson","England","Sri Lanka",7,1,0
"HDRL Thirimanne","Sri Lanka","England",7,1,0
"DPMD Jayawardene","Sri Lanka","England",7,1,0
"IR Bell","England","Sri Lanka",7,1,0
"MDKJ Perera","Sri Lanka","South Africa",7,1,0
"KC Sangakkara","Sri Lanka","South Africa",7,1,0
"Javed Ahmadi","Afghanistan","Zimbabwe",7,1,0
"V Sibanda","Zimbabwe","South Africa",7,1,0
"H Masakadza","Zimbabwe","South Africa",7,1,0
"E Chigumbura","Zimbabwe","South Africa",7,0,0
"DM Bravo","West Indies","Bangladesh",7,1,0
"Anamul Haque","Bangladesh","West Indies",7,0,1
"GJ Maxwell","Australia","South Africa",7,1,0
"Umar Akmal","Pakistan","Sri Lanka",7,0,1
"Sohaib Maqsood","Pakistan","Sri Lanka",7,1,0
"GS Ballance","England","India",7,1,0
"Q de Kock","South Africa","Australia",7,1,0
"FRJ Coleman","Scotland","Ireland",7,0,1
"RM Haq","Scotland","Ireland",7,1,0
"SW Poynter","Ireland","Scotland",7,0,0
"Fawad Alam","Pakistan","Australia",7,0,0
"DA Miller","South Africa","New Zealand",7,0,0
"KMDN Kulasekara","Sri Lanka","India",7,0,0
"T Panyangara","Zimbabwe","Bangladesh",7,1,0
"GJ Maxwell","Australia","South Africa",7,0,0
"CR Woakes","England","Sri Lanka",7,1,0
"JC Buttler","England","Sri Lanka",7,0,0
"Usman Ghani","Afghanistan","U.A.E.",7,0,0
"AR Berenger","U.A.E","Afghanistan",7,1,0
"AD Hales","England","Sri Lanka",7,0,0
"Asad Shafiq","Pakistan","New Zealand",7,0,0
"WTS Porterfield","Ireland","Afghanistan",7,0,0
"SMSM Senanayake","Sri Lanka","New Zealand",7,1,0
"DL Vettori","New Zealand","Sri Lanka",7,1,0
"RR Rossouw","South Africa","West Indies",7,1,0
"RS Bopara","England","Australia",7,0,0
"STR Binny","India","England",7,1,0
"Q de Kock","South Africa","Zimbabwe",7,1,0
"Sohail Khan","Pakistan","India",7,1,0
"Amjad Ali","U.A.E","Zimbabwe",7,1,0
"Misbah-ul-Haq","Pakistan","West Indies",7,1,0
"KC Sangakkara","Sri Lanka","Afghanistan",7,1,0
"Q de Kock","South Africa","India",7,1,0
"PC de Silva","Sri Lanka","Pakistan",6,1,0
"CJ Jordan","England","Scotland",6,0,1
"SL Malinga","Sri Lanka","South Africa",6,0,1
"TL Chatara","Zimbabwe","Australia",6,1,0
"TL Chatara","Zimbabwe","South Africa",6,1,0
"WP Saha","India","Sri Lanka",6,1,0
"JP Faulkner","Australia","South Africa",6,1,0
"MJ McClenaghan","New Zealand","Pakistan",6,1,0
"HF Gurney","England","Sri Lanka",6,0,0
"KMDN Kulasekara","Sri Lanka","New Zealand",6,0,0
"JP Faulkner","Australia","England",6,1,0
"DW Steyn","South Africa","West Indies",6,1,0
"JF Mooney","Ireland","West Indies",6,1,0
"NLTC Perera","Sri Lanka","Pakistan",6,0,0
"Shahid Afridi","Pakistan","Afghanistan",6,0,0
"AD Mathews","Sri Lanka","India",6,0,0
"Samiullah Shenwari","Afghanistan","Sri Lanka",6,0,0
"Mohammad Nabi","Afghanistan","India",6,0,0
"Fayyaz Ahmed","U.A.E","Afghanistan",6,1,0
"Nadeem Ahmed","Honk Kong","U.A.E.",6,0,0
"Krishna Chandran","U.A.E","Hong Kong",6,1,0
"MA Carberry","England","Sri Lanka",6,0,0
"LD Chandimal","Sri Lanka","England",6,0,0
"Mominul Haque","Bangladesh","India",6,0,0
"SMSM Senanayake","Sri Lanka","South Africa",6,1,0
"BRM Taylor","Zimbabwe","South Africa",6,0,0
"SW Masakadza","Zimbabwe","South Africa",6,1,0
"LM Jongwe","Zimbabwe","South Africa",6,0,0
"DJ Bravo","West Indies","Bangladesh",6,1,0
"Mushfiqur Rahim","Bangladesh","West Indies",6,0,0
"Nasir Hossain","Bangladesh","West Indies",6,0,0
"TM Dilshan","Sri Lanka","Pakistan",6,1,0
"LD Chandimal","Sri Lanka","Pakistan",6,1,0
"LMP Simmons","West Indies","Bangladesh",6,1,0
"CH Gayle","West Indies","Bangladesh",6,1,0
"R McLaren","South Africa","Zimbabwe",6,0,0
"KJ Abbott","South Africa","Zimbabwe",6,0,0
"Saeed Ajmal","Pakistan","Sri Lanka",6,1,0
"ST Finn","England","India",6,0,0
"AB de Villiers","South Africa","Australia",6,0,0
"AD Hales","England","India",6,1,0
"BJ Haddin","Australia","South Africa",6,0,0
"MG Johnson","Australia","South Africa",6,1,0
"WD Parnell","South Africa","Australia",6,1,0
"A Balbirnie","Ireland","Scotland",6,1,0
"AR White","Ireland","Scotland",6,0,0
"Zulfiqar Babar","Pakistan","Australia",6,0,0
"RA Jadeja","India","West Indies",6,0,0
"Shahid Afridi","Pakistan","Australia",6,1,0
"MS Dhoni","India","West Indies",6,0,0
"KA Pollard","West Indies","India",6,0,0
"NL McCullum","New Zealand","South Africa",6,0,0
"Irfan Ahmed","Honk Kong","P.N.G.",6,1,0
"A Vala","Papua New Guinea","Hong Kong",6,0,0
"DW Steyn","South Africa","Australia",6,1,0
"NLTC Perera","Sri Lanka","India",6,1,0
"Mashrafe Mortaza","Bangladesh","Zimbabwe",6,0,0
"JC Tredwell","England","Sri Lanka",6,0,0
"T Maruma","Zimbabwe","Bangladesh",6,0,0
"RS Bopara","England","Sri Lanka",6,0,1
"Saqib Ali","U.A.E","Afghanistan",6,0,0
"Hamid Hassan","Afghanistan","U.A.E.",6,1,0
"Shapoor Zadran","Afghanistan","U.A.E.",6,1,0
"BA Stokes","England","Sri Lanka",6,1,0
"CR Woakes","England","Sri Lanka",6,0,0
"Mohammad Hafeez","Pakistan","New Zealand",6,0,0
"Younis Khan","Pakistan","New Zealand",6,1,0
"Umar Akmal","Pakistan","New Zealand",6,0,0
"Usman Ghani","Afghanistan","Ireland",6,1,0
"TWM Latham","New Zealand","Sri Lanka",6,1,0
"Ehsan Adil","Pakistan","New Zealand",6,1,0
"ST Finn","England","Australia",6,0,0
"Haris Sohail","Pakistan","New Zealand",6,1,0
"TL Chatara","Zimbabwe","South Africa",6,1,0
"Younis Khan","Pakistan","India",6,1,0
"SK Raina","India","South Africa",6,1,0
"JP Duminy","South Africa","India",6,0,0
"BAW Mendis","Sri Lanka","India",5,1,0
"RS Bopara","England","West Indies",5,1,0
"Shapoor Zadran","Afghanistan","Zimbabwe",5,0,0
"JP Faulkner","Australia","Zimbabwe",5,1,0
"Abdur Razzak","Bangladesh","West Indies",5,1,0
"KMDN Kulasekara","Sri Lanka","Pakistan",5,0,0
"Rubel Hossain","Bangladesh","Zimbabwe",5,0,0
"KTGD Prasad","Sri Lanka","England",5,0,0
"RMS Eranga","Sri Lanka","New Zealand",5,1,0
"I Wardlaw","Scotland","Ireland",5,0,0
"Mirwais Ashraf","Afghanistan","Ireland",5,0,0
"F Behardien","South Africa","West Indies",5,1,0
"MJ McClenaghan","New Zealand","Sri Lanka",5,1,0
"JM Anderson","England","Australia",5,1,0
"LRPL Taylor","New Zealand","England",5,1,0
"R Ashwin","India","South Africa",5,0,0
"Mahmudullah","Bangladesh","Sri Lanka",5,0,0
"KOA Powell","West Indies","England",5,0,0
"BA Stokes","England","West Indies",5,0,0
"V Kohli","India","Pakistan",5,0,0
"DR Smith","West Indies","England",5,0,0
"D Ramdin","West Indies","England",5,1,0
"HDRL Thirimanne","Sri Lanka","Afghanistan",5,0,0
"Nawroz Mangal","Afghanistan","India",5,1,0
"Asghar Stanikzai","Afghanistan","India",5,0,0
"Najibullah Zadran","Afghanistan","India",5,0,0
"Ahmed Shehzad","Pakistan","Sri Lanka",5,1,0
"SP Patil","U.A.E","Hong Kong",5,1,0
"KDK Vithanage","Sri Lanka","Ireland",5,1,0
"GS Ballance","England","Sri Lanka",5,1,0
"KMDN Kulasekara","Sri Lanka","England",5,0,0
"CJ Jordan","England","Sri Lanka",5,0,0
"JM Anderson","England","Sri Lanka",5,0,0
"WP Saha","India","Bangladesh",5,1,0
"Nasir Hossain","Bangladesh","India",5,0,0
"RV Uthappa","India","Bangladesh",5,1,0
"SMA Priyanjan","Sri Lanka","South Africa",5,0,0
"Samiullah Shenwari","Afghanistan","Zimbabwe",5,1,0
"P Utseya","Zimbabwe","South Africa",5,0,0
"DJ Bravo","West Indies","Bangladesh",5,1,0
"Mominul Haque","Bangladesh","West Indies",5,0,0
"Wahab Riaz","Pakistan","Sri Lanka",5,0,0
"MR Marsh","Australia","South Africa",5,0,0
"P Utseya","Zimbabwe","South Africa",5,0,0
"Mohammad Irfan","Pakistan","Sri Lanka",5,1,0
"DW Steyn","South Africa","Australia",5,1,0
"Shahid Afridi","Pakistan","Australia",5,0,0
"Wahab Riaz","Pakistan","Australia",5,1,0
"A Mishra","India","West Indies",5,1,0
"Umar Akmal","Pakistan","Australia",5,0,0
"PJ Hughes","Australia","Pakistan",5,0,0
"MA Starc","Australia","Pakistan",5,0,0
"MJ Guptill","New Zealand","South Africa",5,0,0
"TG Southee","New Zealand","South Africa",5,1,0
"S Prasanna","Sri Lanka","India",5,0,0
"S Randiv","Sri Lanka","India",5,1,0
"LD Chandimal","Sri Lanka","India",5,0,0
"Tamim Iqbal","Bangladesh","Zimbabwe",5,1,0
"DA Miller","South Africa","Australia",5,0,0
"Anamul Haque","Bangladesh","Zimbabwe",5,1,0
"Imrul Kayes","Bangladesh","Zimbabwe",5,0,0
"Rohan Mustafa","U.A.E","Afghanistan",5,1,0
"Asad Shafiq","Pakistan","New Zealand",5,0,0
"EJG Morgan","England","Sri Lanka",5,1,0
"DPMD Jayawardene","Sri Lanka","England",5,1,0
"RD Berrington","Scotland","Afghanistan",5,0,0
"FDM Karunaratne","Sri Lanka","New Zealand",5,0,0
"HJW Gardiner","Scotland","Ireland",5,0,0
"EC Joyce","Ireland","Scotland",5,1,0
"CS MacLeod","Scotland","Afghanistan",5,0,0
"TWM Latham","New Zealand","Sri Lanka",5,0,0
"CJ Anderson","New Zealand","Sri Lanka",5,0,0
"JE Root","England","Australia",5,1,0
"CA Young","Ireland","Afghanistan",5,1,0
"GJ Bailey","Australia","India",5,0,0
"FDM Karunaratne","Sri Lanka","New Zealand",5,0,0
"NLTC Perera","Sri Lanka","New Zealand",5,0,0
"B Kumar","India","England",5,0,0
"DR Smith","West Indies","South Africa",5,1,0
"JWA Taylor","England","Australia",5,0,0
"JL Carter","West Indies","South Africa",5,1,0
"LD Chandimal","Sri Lanka","New Zealand",5,0,0
"RA Jadeja","India","England",5,0,0
"Sarfraz Ahmed","Pakistan","New Zealand",5,0,0
"SPD Smith","Australia","England",5,1,0
"JE Root","England","Australia",5,0,0
"Sikandar Raza","Zimbabwe","South Africa",5,1,0
"Tanwir Afzal","Honk Kong","Afghanistan",4,0,0
"RAS Lakmal","Sri Lanka","England",4,0,0
"HF Gurney","England","Sri Lanka",4,1,0
"BAW Mendis","Sri Lanka","England",4,1,0
"MM Sharma","India","Bangladesh",4,0,0
"DA Miller","South Africa","Sri Lanka",4,0,0
"DW Steyn","South Africa","Australia",4,1,0
"CR Woakes","England","India",4,0,0
"Mohammed Shami","India","South Africa",4,1,0
"PR Stirling","Ireland","West Indies",4,1,0
"Shahid Afridi","Pakistan","Sri Lanka",4,0,0
"Mirwais Ashraf","Afghanistan","Pakistan",4,0,0
"KD Karthik","India","Sri Lanka",4,1,0
"Umar Akmal","Pakistan","India",4,0,0
"SP Narine","West Indies","England",4,1,0
"BA Stokes","England","West Indies",4,0,0
"Nawroz Mangal","Afghanistan","Sri Lanka",4,0,0
"Misbah-ul-Haq","Pakistan","Bangladesh",4,1,0
"Mushfiqur Rahim","Bangladesh","Sri Lanka",4,0,0
"PR Stirling","Ireland","Sri Lanka",4,1,0
"JC Buttler","England","Sri Lanka",4,1,0
"JC Tredwell","England","Sri Lanka",4,0,0
"A Mishra","India","Bangladesh",4,0,0
"Tamim Iqbal","Bangladesh","India",4,1,0
"Shakib Al Hasan","Bangladesh","India",4,1,0
"Q de Kock","South Africa","Sri Lanka",4,1,0
"DA Miller","South Africa","Sri Lanka",4,1,0
"JH Kallis","South Africa","Sri Lanka",4,0,0
"V Sibanda","Zimbabwe","Afghanistan",4,0,0
"Mirwais Ashraf","Afghanistan","Zimbabwe",4,0,0
"R McLaren","South Africa","Zimbabwe",4,0,0
"H Masakadza","Zimbabwe","South Africa",4,1,0
"Shamsur Rahman","Bangladesh","West Indies",4,1,0
"JE Root","England","India",4,1,0
"SC Williams","Zimbabwe","Australia",4,1,0
"J Nyumbu","Zimbabwe","South Africa",4,0,0
"AD Hales","England","India",4,0,0
"JH Davey","Scotland","Ireland",4,0,0
"MH Cross","Scotland","Ireland",4,1,0
"CS MacLeod","Scotland","Ireland",4,1,0
"Ahmed Shehzad","Pakistan","Australia",4,0,0
"AD Russell","West Indies","India",4,0,0
"DPMD Jayawardene","Sri Lanka","India",4,0,0
"Tanwir Afzal","Honk Kong","P.N.G.",4,0,0
"MDKJ Perera","Sri Lanka","India",4,1,0
"BAW Mendis","Sri Lanka","India",4,0,0
"Q de Kock","South Africa","Australia",4,1,0
"N Dickwella","Sri Lanka","India",4,0,0
"DA Warner","Australia","South Africa",4,0,0
"J Nyumbu","Zimbabwe","Bangladesh",4,0,0
"GJ Bailey","Australia","South Africa",4,0,0
"T Kamungozi","Zimbabwe","Bangladesh",4,1,0
"NLTC Perera","Sri Lanka","England",4,0,0
"Sabbir Rahman","Bangladesh","Zimbabwe",4,1,0
"E Chigumbura","Zimbabwe","Bangladesh",4,0,0
"Younis Khan","Pakistan","New Zealand",4,0,0
"MM Ali","England","Sri Lanka",4,1,0
"CJ Jordan","England","Sri Lanka",4,1,0
"EJG Morgan","England","Sri Lanka",4,0,0
"KC Sangakkara","Sri Lanka","New Zealand",4,1,0
"VD Philander","South Africa","West Indies",4,0,0
"DJG Sammy","West Indies","South Africa",4,0,0
"JF Mooney","Ireland","Afghanistan",4,0,0
"AR Cusack","Ireland","Afghanistan",4,0,0
"KMDN Kulasekara","Sri Lanka","New Zealand",4,0,0
"V Kohli","India","England",4,0,0
"CR Brathwaite","West Indies","South Africa",4,0,0
"MC Henriques","Australia","England",4,0,0
"RR Rossouw","South Africa","West Indies",4,1,0
"F du Plessis","South Africa","West Indies",4,1,0
"Q de Kock","South Africa","West Indies",4,1,0
"RS Bopara","England","India",4,0,0
"JWA Taylor","England","Australia",4,0,0
"Umar Akmal","Pakistan","New Zealand",4,1,0
"BMAJ Mendis","Sri Lanka","New Zealand",4,1,0
"T Panyangara","Zimbabwe","South Africa",4,1,0
"Wahab Riaz","Pakistan","India",4,1,0
"RML Taylor","Scotland","New Zealand",4,0,0
"Rohan Mustafa","U.A.E","Zimbabwe",4,0,0
"SCJ Broad","England","New Zealand",4,0,0
"CH Gayle","West Indies","Pakistan",4,0,0
"Dawlat Zadran","Afghanistan","Sri Lanka",4,1,0
"Sohag Gazi","Bangladesh","India",3,0,0
"Sharafuddin Ashraf","Afghanistan","Zimbabwe",3,0,0
"SP Narine","West Indies","Bangladesh",3,0,0
"KMDN Kulasekara","Sri Lanka","Pakistan",3,0,0
"DJ Bravo","West Indies","Bangladesh",3,0,0
"AM Phangiso","South Africa","Australia",3,0,0
"Nadeem Ahmed","Honk Kong","P.N.G.",3,0,0
"CR Amini","Papua New Guinea","Hong Kong",3,0,0
"WD Parnell","South Africa","Australia",3,0,0
"N Madziva","Zimbabwe","Bangladesh",3,0,0
"Dawlat Zadran","Afghanistan","U.A.E.",3,0,0
"E Chigumbura","Zimbabwe","Bangladesh",3,0,0
"SMSM Senanayake","Sri Lanka","New Zealand",3,0,0
"V Kohli","India","Australia",3,0,0
"SCJ Broad","England","India",3,0,0
"Mohammed Shami","India","Pakistan",3,0,0
"AD Poynter","Ireland","West Indies",3,0,0
"DJG Sammy","West Indies","England",3,0,0
"Mohammad Hafeez","Pakistan","Sri Lanka",3,0,0
"Nadeem Ahmed","Honk Kong","Afghanistan",3,0,0
"Hashmatullah Shaidi","Afghanistan","U.A.E.",3,0,0
"SMSM Senanayake","Sri Lanka","Ireland",3,0,0
"GC Wilson","Ireland","Sri Lanka",3,0,0
"RS Bopara","England","Scotland",3,0,0
"EJG Morgan","England","Sri Lanka",3,0,0
"RS Bopara","England","Sri Lanka",3,0,0
"STR Binny","India","Bangladesh",3,0,0
"AM Rahane","India","Bangladesh",3,0,0
"R McLaren","South Africa","Sri Lanka",3,0,0
"Shafiqullah","Afghanistan","Zimbabwe",3,0,0
"Mashrafe Mortaza","Bangladesh","West Indies",3,0,0
"CH Gayle","West Indies","Bangladesh",3,0,0
"Younis Khan","Pakistan","Sri Lanka",3,0,0
"SMA Priyanjan","Sri Lanka","Pakistan",3,0,0
"BV Vitori","Zimbabwe","South Africa",3,0,0
"MA Starc","Australia","Zimbabwe",3,0,0
"DT Tiripano","Zimbabwe","Australia",3,0,0
"DA Miller","South Africa","Australia",3,0,0
"HF Gurney","England","India",3,0,0
"SC Williams","Zimbabwe","South Africa",3,0,0
"N Madziva","Zimbabwe","South Africa",3,0,0
"PL Mommsen","Scotland","Ireland",3,0,0
"SA Abbott","Australia","Pakistan",3,0,0
"D Ramdin","West Indies","India",3,0,0
"MG Johnson","Australia","South Africa",3,0,0
"DA Miller","South Africa","Australia",3,0,0
"MS Wade","Australia","South Africa",3,0,0
"SP Patil","U.A.E","Afghanistan",3,0,0
"J Nyumbu","Zimbabwe","Bangladesh",3,0,0
"Amjad Ali","U.A.E","Afghanistan",3,0,0
"TWM Latham","New Zealand","Pakistan",3,0,0
"Mohammad Hafeez","Pakistan","New Zealand",3,0,0
"LRPL Taylor","New Zealand","Sri Lanka",3,0,0
"SMA Priyanjan","Sri Lanka","England",2,0,0
"SL Malinga","Sri Lanka","England",2,0,0
"KC Sangakkara","Sri Lanka","England",2,0,0
"Ziaur Rahman","Bangladesh","India",2,0,0
"Mashrafe Mortaza","Bangladesh","India",2,0,0
"MK Tiwary","India","Bangladesh",2,0,0
"BAW Mendis","Sri Lanka","South Africa",2,0,0
"DPMD Jayawardene","Sri Lanka","South Africa",2,0,0
"N Madziva","Zimbabwe","South Africa",2,0,0
"AM Phangiso","South Africa","Zimbabwe",2,0,0
"Sohag Gazi","Bangladesh","West Indies",2,0,0
"MN Waller","Zimbabwe","South Africa",2,0,0
"LM Jongwe","Zimbabwe","South Africa",2,0,0
"P Utseya","Zimbabwe","South Africa",2,0,0
"Sohag Gazi","Bangladesh","West Indies",2,0,0
"Mashrafe Mortaza","Bangladesh","West Indies",2,0,0
"JC Buttler","England","India",2,0,0
"JP Duminy","South Africa","Zimbabwe",2,0,0
"Shahid Afridi","Pakistan","Sri Lanka",2,0,0
"KC Sangakkara","Sri Lanka","Pakistan",2,0,0
"JE Root","England","India",2,0,0
"BA Stokes","England","India",2,0,0
"GJ Maxwell","Australia","South Africa",2,0,0
"MG Johnson","Australia","South Africa",2,0,0
"Imran Tahir","South Africa","Australia",2,0,0
"ST Finn","England","India",2,0,0
"Q de Kock","South Africa","Zimbabwe",2,0,0
"RD Berrington","Scotland","Ireland",2,0,0
"KA Pollard","West Indies","India",2,0,0
"V Kohli","India","West Indies",2,0,0
"B Kumar","India","West Indies",2,0,0
"Shahid Afridi","Pakistan","Australia",2,0,0
"Wahab Riaz","Pakistan","Australia",2,0,0
"BJ Haddin","Australia","Pakistan",2,0,0
"RA Jadeja","India","West Indies",2,0,0
"TP Ura","Papua New Guinea","Hong Kong",2,0,0
"MD Dai","Papua New Guinea","Hong Kong",2,0,0
"Nadeem Ahmed","Honk Kong","P.N.G.",2,0,0
"SMA Priyanjan","Sri Lanka","India",2,0,0
"PC de Silva","Sri Lanka","India",2,0,0
"DPMD Jayawardene","Sri Lanka","India",2,0,0
"Q de Kock","South Africa","Australia",2,0,0
"NM Coulter-Nile","Australia","South Africa",2,0,0
"AM Rahane","India","Sri Lanka",2,0,0
"RR Rossouw","South Africa","Australia",2,0,0
"GJ Maxwell","Australia","South Africa",2,0,0
"F du Plessis","South Africa","Australia",2,0,0
"PJ Moor","Zimbabwe","Bangladesh",2,0,0
"KC Sangakkara","Sri Lanka","England",2,0,0
"JE Root","England","Sri Lanka",2,0,0
"MM Ali","England","Sri Lanka",2,0,0
"T Kamungozi","Zimbabwe","Bangladesh",2,0,0
"DPMD Jayawardene","Sri Lanka","England",2,0,0
"LRPL Taylor","New Zealand","Pakistan",2,0,0
"JDS Neesham","New Zealand","Pakistan",2,0,0
"JWA Taylor","England","Sri Lanka",2,0,0
"Zulfiqar Babar","Pakistan","New Zealand",2,0,0
"Mohammad Nabi","Afghanistan","Ireland",2,0,0
"KJ Coetzer","Scotland","Ireland",2,0,0
"FRJ Coleman","Scotland","Afghanistan",2,0,0
"Asghar Stanikzai","Afghanistan","Scotland",2,0,0
"JO Holder","West Indies","South Africa",2,0,0
"JE Taylor","West Indies","South Africa",2,0,0
"Dawlat Zadran","Afghanistan","Ireland",2,0,0
"S Dhawan","India","Australia",2,0,0
"D Ramdin","West Indies","South Africa",2,0,0
"NLTC Perera","Sri Lanka","New Zealand",2,0,0
"KTGD Prasad","Sri Lanka","New Zealand",2,0,0
"EJG Morgan","England","India",2,0,0
"GJ Bailey","Australia","England",2,0,0
"RA Jadeja","India","South Africa",2,0,0
"M Morkel","South Africa","India",2,0,0
"Arafat Sunny","Bangladesh","Sri Lanka",1,0,0
"DJG Sammy","West Indies","Ireland",1,0,0
"Junaid Khan","Pakistan","Sri Lanka",1,0,0
"Mashrafe Mortaza","Bangladesh","India",1,0,0
"Saeed Ajmal","Pakistan","Afghanistan",1,0,0
"A Mishra","India","Pakistan",1,0,0
"Junaid Khan","Pakistan","India",1,0,0
"TT Bresnan","England","West Indies",1,0,0
"GS Ballance","England","Scotland",1,0,0
"JC Tredwell","England","Sri Lanka",1,0,0
"Al-Amin Hossain","Bangladesh","India",1,0,0
"SW Masakadza","Zimbabwe","Afghanistan",1,0,0
"J Nyumbu","Zimbabwe","South Africa",1,0,0
"Mohammad Irfan","Pakistan","Sri Lanka",1,0,0
"MA Starc","Australia","South Africa",1,0,0
"JM Anderson","England","India",1,0,0
"V Kohli","India","England",1,0,0
"GJ McCarter","Ireland","Scotland",1,0,0
"Mohammed Shami","India","West Indies",1,0,0
"XJ Doherty","Australia","Pakistan",1,0,0
"SJ Benn","West Indies","India",1,0,0
"RA Jadeja","India","Sri Lanka",1,0,0
"Ankur Vasishta","Honk Kong","P.N.G.",1,0,0
"PJ Cummins","Australia","South Africa",1,0,0
"Arafat Sunny","Bangladesh","Zimbabwe",1,0,0
"R McLaren","South Africa","Australia",1,0,0
"MA Starc","Australia","South Africa",1,0,0
"TL Chatara","Zimbabwe","Bangladesh",1,0,0
"HF Gurney","England","Sri Lanka",1,0,0
"Sharafuddin Ashraf","Afghanistan","U.A.E.",1,0,0
"ST Finn","England","Sri Lanka",1,0,0
"ST Finn","England","Sri Lanka",1,0,0
"BMAJ Mendis","Sri Lanka","England",1,0,0
"AC Evans","Scotland","Afghanistan",1,0,0
"Aftab Alam","Afghanistan","Scotland",1,0,0
"SMSM Senanayake","Sri Lanka","New Zealand",1,0,0
"MA Starc","Australia","England",1,0,0
"HMRKB Herath","Sri Lanka","New Zealand",1,0,0
"KJ Abbott","South Africa","West Indies",1,0,0
"SS Cottrell","West Indies","South Africa",1,0,0
"Mohammad Irfan","Pakistan","New Zealand",1,0,0
"R Ashwin","India","Pakistan",1,0,0
"Mohammad Irfan","Pakistan","India",1,0,0
"AF Milne","New Zealand","Scotland",1,0,0
"JM Anderson","England","New Zealand",1,0,0
"Shapoor Zadran","Afghanistan","Sri Lanka",1,0,0
"MC Sorensen","Ireland","West Indies",1,0,0
"GH Dockrell","Ireland","West Indies",1,0,0
"DM Bravo","West Indies","Ireland",1,0,0
"Nasir Hossain","Bangladesh","India",1,0,0
"Najibullah Zadran","Afghanistan","Pakistan",1,0,0
"Shapoor Zadran","Afghanistan","Pakistan",1,0,0
"LJ Wright","England","West Indies",1,0,0
"Anamul Haque","Bangladesh","Afghanistan",1,0,0
"Misbah-ul-Haq","Pakistan","India",1,0,0
"R Rampaul","West Indies","England",1,0,0
"Mirwais Ashraf","Afghanistan","Sri Lanka",1,0,0
"Amir Hamza","Afghanistan","Sri Lanka",1,0,0
"Shapoor Zadran","Afghanistan","India",1,0,0
"EJG Morgan","England","West Indies",1,0,0
"KOA Powell","West Indies","England",1,0,0
"Mominul Haque","Bangladesh","Sri Lanka",1,0,0
"SR Thompson","Ireland","Sri Lanka",1,0,0
"MH Cross","Scotland","England",1,0,0
"RML Taylor","Scotland","England",1,0,0
"CJ Jordan","England","Sri Lanka",1,0,0
"AN Cook","England","Sri Lanka",1,0,0
"AT Rayudu","India","Bangladesh",1,0,0
"AT Rayudu","India","Bangladesh",1,0,0
"AR Patel","India","Bangladesh",1,0,0
"MM Sharma","India","Bangladesh",1,0,0
"KMDN Kulasekara","Sri Lanka","South Africa",1,0,0
"JH Kallis","South Africa","Sri Lanka",1,0,0
"JP Duminy","South Africa","Sri Lanka",1,0,0
"VD Philander","South Africa","Sri Lanka",1,0,0
"HMRKB Herath","Sri Lanka","South Africa",1,0,0
"Mirwais Ashraf","Afghanistan","Zimbabwe",1,0,0
"Aftab Alam","Afghanistan","Zimbabwe",1,0,0
"BRM Taylor","Zimbabwe","Afghanistan",1,0,0
"SC Williams","Zimbabwe","Afghanistan",1,0,0
"DT Tiripano","Zimbabwe","Afghanistan",1,0,0
"AB de Villiers","South Africa","Zimbabwe",1,0,0
"T Kamungozi","Zimbabwe","South Africa",1,0,0
"Imrul Kayes","Bangladesh","West Indies",1,0,0
"SPD Smith","Australia","Zimbabwe",1,0,0
"TMK Mawoyo","Zimbabwe","Australia",1,0,0
"SC Williams","Zimbabwe","Australia",1,0,0
"T Panyangara","Zimbabwe","Australia",1,0,0
"J Nyumbu","Zimbabwe","Australia",1,0,0
"Imrul Kayes","Bangladesh","West Indies",1,0,0
"S Prasanna","Sri Lanka","Pakistan",1,0,0
"Umar Akmal","Pakistan","Sri Lanka",1,0,0
"Junaid Khan","Pakistan","Sri Lanka",1,0,0
"IR Bell","England","India",1,0,0
"Mohammad Hafeez","Pakistan","Sri Lanka",1,0,0
"GJ Bailey","Australia","Zimbabwe",1,0,0
"Q de Kock","South Africa","Australia",1,0,0
"B Kumar","India","England",1,0,0
"AR White","Ireland","Scotland",1,0,0
"MH Cross","Scotland","Ireland",1,0,0
"AD Russell","West Indies","India",1,0,0
"S Dhawan","India","West Indies",1,0,0
"DJG Sammy","West Indies","India",1,0,0
"KD Mills","New Zealand","South Africa",1,0,0
"VD Philander","South Africa","New Zealand",1,0,0
"CJ Anderson","New Zealand","South Africa",1,0,0
"DL Vettori","New Zealand","South Africa",1,0,0
"SMA Priyanjan","Sri Lanka","India",1,0,0
"Ankur Vasishta","Honk Kong","P.N.G.",1,0,0
"Irfan Ahmed","Honk Kong","P.N.G.",1,0,0
"NLTC Perera","Sri Lanka","India",1,0,0
"VD Philander","South Africa","Australia",1,0,0
"VD Philander","South Africa","Australia",1,0,0
"Mahmudullah","Bangladesh","Zimbabwe",1,0,0
"Mashrafe Mortaza","Bangladesh","Zimbabwe",1,0,0
"EJG Morgan","England","Sri Lanka",1,0,0
